county_cas_data,county,state,FIPS,GISJOIN
Yellow Medicine,Yellow Medicine,Minnesota,27173,G2701730
Carroll,Carroll,New Hampshire,33003,G3300030
Elbert,Elbert,Colorado,08039,G0800390
Bradley,Bradley,Arkansas,05011,G0500110
Chase,Chase,Nebraska,31029,G3100290
Boyd,Boyd,Nebraska,31015,G3100150
Worth,Worth,Iowa,19195,G1901950
Howard,Howard,Iowa,19089,G1900890
Trigg,Trigg,Kentucky,21221,G2102210
Elk,Elk,Kansas,20049,G2000490
Shelby,Shelby,Illinois,17173,G1701730
Transylvania,Transylvania,North Carolina,37175,G3701750
Dent,Dent,Missouri,29065,G2900650
York,York,Nebraska,31185,G3101850
Slope,Slope,North Dakota,38087,G3800870
Fairfax,Fairfax,Virginia,51059,G5100590
Peach,Peach,Georgia,13225,G1302250
De Soto,De Soto,Mississippi,28033,G2800330
Medina,Medina,Ohio,39103,G3901030
Hood,Hood,Texas,48221,G4802210
Roseau,Roseau,Minnesota,27135,G2701350
Shelby,Shelby,Texas,48419,G4804190
Cannon,Cannon,Tennessee,47015,G4700150
White,White,Georgia,13311,G1303110
Defiance,Defiance,Ohio,39039,G3900390
Covington (city),Covington (ic),Virginia,51580,G5105800
Grant,Grant,South Dakota,46051,G4600510
Henry,Henry,Georgia,13151,G1301510
Cheatham,Cheatham,Tennessee,47021,G4700210
Johnson,Johnson,Illinois,17087,G1700870
Grand,Grand,Colorado,08049,G0800490
Gem,Gem,Idaho,16045,G1600450
Lanier,Lanier,Georgia,13173,G1301730
Mills,Mills,Iowa,19129,G1901290
Granville,Granville,North Carolina,37077,G3700770
Clinton,Clinton,Illinois,17027,G1700270
Vance,Vance,North Carolina,37181,G3701810
Lake,Lake,Colorado,08065,G0800650
Falls,Falls,Texas,48145,G4801450
Monroe,Monroe,Mississippi,28095,G2800950
Sussex,Sussex,New Jersey,34037,G3400370
Douglas,Douglas,Illinois,17041,G1700410
Liberty,Liberty,Florida,12077,G1200770
Ramsey,Ramsey,North Dakota,38071,G3800710
Winchester (city),Winchester (ic),Virginia,51840,G5108400
Emmons,Emmons,North Dakota,38029,G3800290
Campbell,Campbell,Wyoming,56005,G5600050
Hall,Hall,Georgia,13139,G1301390
Barry,Barry,Michigan,26015,G2600150
Irwin,Irwin,Georgia,13155,G1301550
Hyde,Hyde,North Carolina,37095,G3700950
Waseca,Waseca,Minnesota,27161,G2701610
Duchesne,Duchesne,Utah,49013,G4900130
Cuming,Cuming,Nebraska,31039,G3100390
Ferry,Ferry,Washington,53019,G5300190
Switzerland,Switzerland,Indiana,18155,G1801550
Charles Mix,Charles Mix,South Dakota,46023,G4600230
Randall,Randall,Texas,48381,G4803810
Meigs,Meigs,Tennessee,47121,G4701210
Waushara,Waushara,Wisconsin,55137,G5501370
Seward,Seward,Nebraska,31159,G3101590
Catahoula,Catahoula,Louisiana,22025,G2200250
Crosby,Crosby,Texas,48107,G4801070
Clay,Clay,South Dakota,46027,G4600270
Russell,Russell,Kansas,20167,G2001670
Chisago,Chisago,Minnesota,27025,G2700250
Jones,Jones,Georgia,13169,G1301690
Canadian,Canadian,Oklahoma,40017,G4000170
Cherokee,Cherokee,Iowa,19035,G1900350
Beckham,Beckham,Oklahoma,40009,G4000090
Lake,Lake,Montana,30047,G3000470
Hernando,Hernando,Florida,12053,G1200530
Leon,Leon,Texas,48289,G4802890
Miami,Miami,Kansas,20121,G2001210
Bradley,Bradley,Tennessee,47011,G4700110
Colfax,Colfax,Nebraska,31037,G3100370
Wright,Wright,Iowa,19197,G1901970
Highlands,Highlands,Florida,12055,G1200550
Logan,Logan,Kansas,20109,G2001090
Metcalfe,Metcalfe,Kentucky,21169,G2101690
Washington,Washington,Nebraska,31177,G3101770
Gwinnett,Gwinnett,Georgia,13135,G1301350
Newport News (city),Newport News (ic),Virginia,51700,G5107000
Hockley,Hockley,Texas,48219,G4802190
Camden,Camden,North Carolina,37029,G3700290
Larue,Larue,Kentucky,21123,G2101230
Mchenry,Mchenry,Illinois,17111,G1701110
Pearl River,Pearl River,Mississippi,28109,G2801090
Izard,Izard,Arkansas,05065,G0500650
Bullock,Bullock,Alabama,01011,G0100110
Angelina,Angelina,Texas,48005,G4800050
Leslie,Leslie,Kentucky,21131,G2101310
Grainger,Grainger,Tennessee,47057,G4700570
Mathews,Mathews,Virginia,51115,G5101150
San Juan,San Juan,New Mexico,35045,G3500450
Mc Pherson,Mcpherson,South Dakota,46089,G4600890
Keweenaw,Keweenaw,Michigan,26083,G2600830
Wyandot,Wyandot,Ohio,39175,G3901750
Minidoka,Minidoka,Idaho,16067,G1600670
Maui,Maui,Hawaii,15009,G1550095
Ontonagon,Ontonagon,Michigan,26131,G2601310
Baca,Baca,Colorado,08009,G0800090
Kinney,Kinney,Texas,48271,G4802710
Yankton,Yankton,South Dakota,46135,G4601350
Tooele,Tooele,Utah,49045,G4900450
Putnam,Putnam,Missouri,29171,G2901710
Lincoln,Lincoln,Arkansas,05079,G0500790
Jones,Jones,North Carolina,37103,G3701030
Caldwell,Caldwell,Louisiana,22021,G2200210
Burke,Burke,Georgia,13033,G1300330
Zavala,Zavala,Texas,48507,G4805070
Neosho,Neosho,Kansas,20133,G2001330
Harding,Harding,South Dakota,46063,G4600630
Trinity,Trinity,California,06105,G0601050
Clinton,Clinton,Missouri,29049,G2900490
Schuyler,Schuyler,Missouri,29197,G2901970
Madison,Madison,Montana,30057,G3000570
Burnett,Burnett,Wisconsin,55013,G5500130
Effingham,Effingham,Georgia,13103,G1301030
Baylor,Baylor,Texas,48023,G4800230
Latimer,Latimer,Oklahoma,40077,G4000770
Seminole,Seminole,Florida,12117,G1201170
Franklin,Franklin,Florida,12037,G1200370
Anderson,Anderson,Kentucky,21005,G2100050
Cheyenne,Cheyenne,Kansas,20023,G2000230
Winkler,Winkler,Texas,48495,G4804950
Nansemond,Nansemond,Virginia,51123,G5101230
Flagler,Flagler,Florida,12035,G1200350
Nobles,Nobles,Minnesota,27105,G2701050
Johnson,Johnson,Wyoming,56019,G5600190
Marion,Marion,Iowa,19125,G1901250
Perry,Perry,Missouri,29157,G2901570
Buffalo,Buffalo,Wisconsin,55011,G5500110
Hickory,Hickory,Missouri,29085,G2900850
Mercer,Mercer,North Dakota,38057,G3800570
Sheridan,Sheridan,North Dakota,38083,G3800830
Washington,Washington,Texas,48477,G4804770
Nassau,Nassau,Florida,12089,G1200890
Todd,Todd,Kentucky,21219,G2102190
Forest,Forest,Wisconsin,55041,G5500410
Lincoln,Lincoln,Kansas,20105,G2001050
Florence,Florence,Wisconsin,55037,G5500370
Gogebic,Gogebic,Michigan,26053,G2600530
Karnes,Karnes,Texas,48255,G4802550
Mchenry,Mchenry,North Dakota,38049,G3800490
Grant,Grant,Minnesota,27051,G2700510
Deuel,Deuel,Nebraska,31049,G3100490
Thayer,Thayer,Nebraska,31169,G3101690
Vilas,Vilas,Wisconsin,55125,G5501250
Arenac,Arenac,Michigan,26011,G2600110
Jackson,Jackson,Iowa,19097,G1900970
Nance,Nance,Nebraska,31125,G3101250
Kauai,Kauai,Hawaii,15007,G1550075
Arthur,Arthur,Nebraska,31005,G3100050
Pendleton,Pendleton,West Virginia,54071,G5400710
Stewart,Stewart,Tennessee,47161,G4701610
Essex,Essex,Vermont,50009,G5000090
Gilchrist,Gilchrist,Florida,12041,G1200410
Lac Qui Parle,Lac Qui Parle,Minnesota,27073,G2700730
Iberville,Iberville,Louisiana,22047,G2200470
Clatsop,Clatsop,Oregon,41007,G4100070
Jenkins,Jenkins,Georgia,13165,G1301650
Linn,Linn,Kansas,20107,G2001070
Hamilton,Hamilton,Iowa,19079,G1900790
Tripp,Tripp,South Dakota,46123,G4601230
Cass,Cass,Iowa,19029,G1900290
San Juan,San Juan,Washington,53055,G5300550
Lagrange,Lagrange,Indiana,18087,G1800870
Trego,Trego,Kansas,20195,G2001950
Nelson,Nelson,Virginia,21179,G5101250
Nelson,Nelson,Virginia,51125,G5101250
Mcintosh,Mcintosh,Oklahoma,40091,G4000910
La Salle,La Salle,Louisiana,22059,G2200590
Kendall,Kendall,Texas,48259,G4802590
Garfield,Garfield,Utah,49017,G4900170
Rooks,Rooks,Kansas,20163,G2001630
Shelby,Shelby,Iowa,19165,G1901650
Lincoln,Lincoln,Mississippi,28085,G2800850
Clarke,Clarke,Virginia,51043,G5100430
Northumberland,Northumberland,Virginia,51133,G5101330
Boone,Boone,Nebraska,31011,G3100110
Harmon,Harmon,Oklahoma,40057,G4000570
Queen Anne's,Queen Annes,Maryland,24035,G2400350
Madison,Madison,Arkansas,05087,G0500870
Barnes,Barnes,North Dakota,38003,G3800030
Atascosa,Atascosa,Texas,48013,G4800130
Washington,Washington,Georgia,13303,G1303030
Sabine,Sabine,Texas,48403,G4804030
Rock,Rock,Minnesota,27117,G2701330
Rock,Rock,Minnesota,27133,G2701330
Palo Alto,Palo Alto,Iowa,19147,G1901470
Union,Union,Mississippi,28145,G2801450
Livingston,Livingston,Missouri,29117,G2901170
Tensas,Tensas,Louisiana,22107,G2201070
Greensville,Greensville,Virginia,51081,G5100810
Hanover,Hanover,Virginia,51085,G5100850
Powell,Powell,Kentucky,21197,G2101970
Iron,Iron,Utah,49021,G4900210
Pike,Pike,Arkansas,05109,G0501090
Knox,Knox,Texas,48275,G4802750
Sanpete,Sanpete,Utah,49039,G4900390
Orange,Orange,Texas,48361,G4803610
Clay,Clay,Kansas,20027,G2000270
Garfield,Garfield,Washington,53023,G5300230
Clark,Clark,South Dakota,46025,G4600250
Elliott,Elliott,Kentucky,21063,G2100630
San Miguel,San Miguel,New Mexico,35047,G3500470
Logan,Logan,Colorado,08075,G0800750
Wheeler,Wheeler,Texas,48483,G4804830
Real,Real,Texas,48385,G4803850
Franklin,Franklin,Tennessee,47051,G4700510
Otsego,Otsego,Michigan,26137,G2601370
Yadkin,Yadkin,North Carolina,37197,G3701970
Attala,Attala,Mississippi,28007,G2800070
Hudspeth,Hudspeth,Texas,48229,G4802290
Summit,Summit,Utah,49043,G4900430
Monroe,Monroe,Ohio,39111,G3901110
Louisa,Louisa,Virginia,51109,G5101090
Marshall,Marshall,Mississippi,28093,G2800930
Portsmouth (city),Portsmouth (ic),Virginia,51740,G5107400
Custer,Custer,South Dakota,46033,G4600330
Wirt,Wirt,West Virginia,54105,G5401050
Hancock,Hancock,Tennessee,47067,G4700670
Hettinger,Hettinger,North Dakota,38041,G3800410
Sanborn,Sanborn,South Dakota,46111,G4601110
Stillwater,Stillwater,Montana,30095,G3000950
Wright,Wright,Minnesota,27171,G2701710
Columbia,Columbia,Oregon,41009,G4100090
Shackelford,Shackelford,Texas,48417,G4804170
Worth,Worth,Georgia,13321,G1303210
El Dorado,El Dorado,California,06017,G0600170
Shelby,Shelby,Kentucky,21211,G2102110
Mason,Mason,Kentucky,21161,G2101610
Blackford,Blackford,Indiana,18009,G1800090
Lincoln,Lincoln,Washington,53043,G5300430
Franklin,Franklin,Arkansas,05047,G0500470
Sullivan,Sullivan,Missouri,29211,G2902110
Codington,Codington,South Dakota,46029,G4600290
Wheeler,Wheeler,Georgia,13309,G1303090
Okanogan,Okanogan,Washington,53047,G5300470
Sheridan,Sheridan,Nebraska,31161,G3101610
Barnwell,Barnwell,South Carolina,45011,G4500110
Tama,Tama,Iowa,19171,G1901710
Hamilton,Hamilton,Kansas,20075,G2000750
Butler,Butler,Iowa,19023,G1900230
Plumas,Plumas,California,06063,G0600630
Hoke,Hoke,North Carolina,37093,G3700930
Uinta,Uinta,Wyoming,56041,G5600410
Benewah,Benewah,Idaho,16009,G1600090
Bledsoe,Bledsoe,Tennessee,47007,G4700070
Bottineau,Bottineau,North Dakota,38009,G3800090
Rio Grande,Rio Grande,Colorado,08105,G0801050
Grundy,Grundy,Tennessee,47061,G4700610
Washburn,Washburn,Wisconsin,55129,G5501290
Hancock,Hancock,Illinois,17067,G1700670
Kearney,Kearney,Nebraska,31099,G3100990
St John The Baptist,St. John The Baptist,Louisiana,22095,G2200950
Hempstead,Hempstead,Arkansas,05057,G0500570
Jackson,Jackson,Minnesota,27063,G2700630
Washington,Washington,Oklahoma,40147,G4001470
Walker,Walker,Texas,48471,G4804710
Titus,Titus,Texas,48449,G4804490
Parmer,Parmer,Texas,48369,G4803690
Wyoming,Wyoming,New York,36121,G3601210
Noble,Noble,Oklahoma,40103,G4001030
Hardy,Hardy,West Virginia,54031,G5400310
Sanders,Sanders,Montana,30089,G3000890
Putnam,Putnam,Ohio,39137,G3901370
Motley,Motley,Texas,48345,G4803450
Madison,Madison,Idaho,16065,G1600650
Bon Homme,Bon Homme,South Dakota,46009,G4600090
Huerfano,Huerfano,Colorado,08055,G0800550
Coal,Coal,Oklahoma,40029,G4000290
Washington,Washington,Alabama,01129,G0101290
Thurston,Thurston,Nebraska,31173,G3101730
Wells,Wells,Indiana,18179,G1801790
Red River,Red River,Louisiana,22081,G2200810
Hart,Hart,Kentucky,21099,G2100990
Cameron,Cameron,Pennsylvania,42023,G4200230
Bailey,Bailey,Texas,48017,G4800170
Burnet,Burnet,Texas,48053,G4800530
Pushmataha,Pushmataha,Oklahoma,40127,G4001270
Kingsbury,Kingsbury,South Dakota,46077,G4600770
Coffey,Coffey,Kansas,20031,G2000310
Stevens,Stevens,Minnesota,27149,G2701490
Niobrara,Niobrara,Wyoming,56027,G5600270
Roberts,Roberts,Texas,48393,G4803930
Pend Oreille,Pend Oreille,Washington,53051,G5300510
Carson City (city),Carson City (ic),Nevada,32510,G3205100
Morrill,Morrill,Nebraska,31123,G3101230
Darke,Darke,Ohio,39037,G3900370
Tyler,Tyler,Texas,48457,G4804570
Martinsville (city),Martinsville (ic),Virginia,51690,G5106900
Uintah,Uintah,Utah,49047,G4900470
Golden Valley,Golden Valley,North Dakota,38033,G3800330
Cooper,Cooper,Missouri,29053,G2900530
Mineral,Mineral,Montana,30061,G3000610
James City,James City,Virginia,51095,G5100950
Mountrail,Mountrail,North Dakota,38061,G3800610
Hood River,Hood River,Oregon,41027,G4100270
Lincoln,Lincoln,New Mexico,35027,G3500270
Glades,Glades,Florida,12043,G1200430
Texas,Texas,Oklahoma,40139,G4001390
Castro,Castro,Texas,48069,G4800690
Fulton,Fulton,Indiana,18049,G1800490
Miner,Miner,South Dakota,46097,G4600970
Calaveras,Calaveras,California,06009,G0600090
Lincoln,Lincoln,Montana,30053,G3000530
Lyon,Lyon,Kentucky,21143,G2101430
Woodward,Woodward,Oklahoma,40153,G4001530
Cassia,Cassia,Idaho,16031,G1600310
Vinton,Vinton,Ohio,39163,G3901630
Allen,Allen,Kansas,20001,G2000010
Pacific,Pacific,Washington,53049,G5300490
Ashe,Ashe,North Carolina,37009,G3700090
Williamsburg (city),Williamsburg (ic),Virginia,51830,G5108300
Greenlee,Greenlee,Arizona,04011,G0400110
Loane,Loane,Oregon,NA,NA
Juneau,Juneau,Wisconsin,55057,G5500570
Kittson,Kittson,Minnesota,27069,G2700690
Clay,Clay,Iowa,19041,G1900410
Mcintosh,Mcintosh,North Dakota,38051,G3800510
Weston,Weston,Wyoming,56045,G5600450
Rains,Rains,Texas,48379,G4803790
Perry,Perry,Mississippi,28111,G2801110
Hancock,Hancock,Georgia,13141,G1301410
Clay,Clay,Alabama,01027,G0100270
Calhoun,Calhoun,Arkansas,05013,G0500130
Grant,Grant,Washington,53025,G5300250
Potter,Potter,South Dakota,46107,G4601070
Ozaukee,Ozaukee,Wisconsin,55089,G5500890
Alamosa,Alamosa,Colorado,08003,G0800030
Ottawa,Ottawa,Kansas,20143,G2001430
Coleman,Coleman,Texas,48083,G4800830
Yuma,Yuma,Colorado,08125,G0801250
Doniphan,Doniphan,Kansas,20043,G2000430
Valley,Valley,Idaho,16085,G1600850
Columbia,Columbia,Washington,53013,G5300130
Rosebud,Rosebud,Montana,30087,G3000870
Musselshell,Musselshell,Montana,30065,G3000650
Stanley,Stanley,South Dakota,46117,G4601170
Benton,Benton,Missouri,29015,G2900150
Roosevelt,Roosevelt,Montana,30085,G3000850
Sutton,Sutton,Texas,48435,G4804350
Carroll,Carroll,Ohio,39019,G3900190
Putnam,Putnam,Illinois,17155,G1701550
Republic,Republic,Kansas,20157,G2001570
Butte,Butte,Idaho,16023,G1600230
La Moure,La Moure,North Dakota,38045,G3800450
Ben Hill,Ben Hill,Georgia,13017,G1300170
Cooke,Cooke,Texas,48097,G4800970
Chester,Chester,Tennessee,47023,G4700230
Butte,Butte,South Dakota,46019,G4600190
Waller,Waller,Texas,48473,G4804730
Kingman,Kingman,Kansas,20095,G2000950
Deuel,Deuel,South Dakota,46039,G4600390
Hidalgo,Hidalgo,New Mexico,35023,G3500230
Woodford,Woodford,Illinois,17203,G1702030
Tipton,Tipton,Indiana,18159,G1801590
Calhoun,Calhoun,Georgia,13037,G1300370
Richardson,Richardson,Nebraska,31147,G3101470
Valley,Valley,Montana,30105,G3001050
Jefferson,Jefferson,Oregon,41031,G4100310
Union,Union,Tennessee,47173,G4701730
Calhoun,Calhoun,Iowa,19025,G1900250
Tippah,Tippah,Mississippi,28139,G2801390
Staunton (city),Staunton (ic),Virginia,51790,G5107900
Sarpy,Sarpy,Nebraska,31153,G3101530
Clay,Clay,Florida,12019,G1200190
Kent,Kent,Texas,48263,G4802630
Jack,Jack,Texas,48237,G4802370
Brule,Brule,South Dakota,46015,G4600150
Jackson,Jackson,South Dakota,46071,G4600710
Presidio,Presidio,Texas,48377,G4803770
Glascock,Glascock,Georgia,13125,G1301250
Skamania,Skamania,Washington,53059,G5300590
Lumpkin,Lumpkin,Georgia,13187,G1301870
Calvert,Calvert,Maryland,24009,G2400090
Washington,Washington,Iowa,19183,G1901830
Pike,Pike,Indiana,18125,G1801250
St Genevieve,Ste. Genevieve Dist.,Missouri,29186,G2901860
Concordia,Concordia,Louisiana,22029,G2200290
Platte,Platte,Missouri,29165,G2901650
Curry,Curry,Oregon,41015,G4100150
Wilkes,Wilkes,Georgia,13317,G1303170
Chickasaw,Chickasaw,Iowa,19037,G1900370
Sherburne,Sherburne,Minnesota,27141,G2701410
Morrow,Morrow,Oregon,41049,G4100490
York,York,Virginia,51199,G5101990
Prince Georges,Prince Georges,Maryland,24033,G2400330
Forest,Forest,Pennsylvania,42053,G4200530
Union,Union,Indiana,18161,G1801610
Lynn,Lynn,Texas,48305,G4803050
Heard,Heard,Georgia,13149,G1301490
Daviess,Daviess,Missouri,29061,G2900610
Rhea,Rhea,Tennessee,47143,G4701430
Stark,Stark,Illinois,17175,G1701750
Saline,Saline,Missouri,29195,G2901950
Dukes,Dukes,Massachusetts,25007,G2500070
Rush,Rush,Indiana,18139,G1801390
Ochiltree,Ochiltree,Texas,48357,G4803570
Lee,Lee,Kentucky,21129,G2101290
Jefferson,Jefferson,Montana,30043,G3000430
Bosque,Bosque,Texas,48035,G4800350
Clinton,Clinton,Michigan,26037,G2600370
Wilcox,Wilcox,Georgia,13315,G1303150
Desha,Desha,Arkansas,05041,G0500410
Aransas,Aransas,Texas,48007,G4800070
Jasper,Jasper,Georgia,13159,G1301590
Issaquena,Issaquena,Mississippi,28055,G2800550
Wilcox,Wilcox,Alabama,01131,G0101310
Martin,Martin,Kentucky,21159,G2101590
Schuyler,Schuyler,New York,36097,G3600970
Grundy,Grundy,Missouri,29079,G2900790
Sharkey,Sharkey,Mississippi,28125,G2801250
Union,Union,Georgia,13291,G1302910
Lassen,Lassen,California,06035,G0600350
Barber,Barber,Kansas,20007,G2000070
Phillips,Phillips,Kansas,20147,G2001470
Hooker,Hooker,Nebraska,31091,G3100910
Goshen,Goshen,Wyoming,56015,G5600150
Baker,Baker,Georgia,13007,G1300070
Gilmer,Gilmer,Georgia,13123,G1301230
Presque Isle,Presque Isle,Michigan,26141,G2601410
Roger Mills,Roger Mills,Oklahoma,40129,G4001290
Cook,Cook,Georgia,13075,G1300750
Quitman,Quitman,Mississippi,28119,G2801190
Sullivan,Sullivan,Pennsylvania,42113,G4201130
Antrim,Antrim,Michigan,26009,G2600090
Patrick,Patrick,Virginia,51141,G5101410
Burke,Burke,North Dakota,38013,G3800130
Owyhee,Owyhee,Idaho,16073,G1600730
West Baton Rouge,West Baton Rouge,Louisiana,22121,G2201210
Montmorency,Montmorency,Michigan,26119,G2601190
Rawlins,Rawlins,Kansas,20153,G2001530
Orange,Orange,Vermont,50017,G5000170
Stafford,Stafford,Virginia,51179,G5101790
Hamlin,Hamlin,South Dakota,46057,G4600570
Lemhi,Lemhi,Idaho,16059,G1600590
Lexington (city),Lexington (ic),Virginia,51678,G5106780
Meade,Meade,South Dakota,46093,G4600930
Cameron,Cameron,Louisiana,22023,G2200230
Rio Blanco,Rio Blanco,Colorado,08103,G0801030
Mariposa,Mariposa,California,06043,G0600430
Jackson,Jackson,Tennessee,47087,G4700870
Kendall,Kendall,Illinois,17093,G1700930
Choctaw,Choctaw,Mississippi,28019,G2800190
Manatee,Manatee,Florida,12081,G1200810
Love,Love,Oklahoma,40085,G4000850
Traverse,Traverse,Minnesota,27155,G2701550
Los Angeles,Los Angeles,North Dakota,NA,NA
Bee,Bee,Texas,48025,G4800250
Terrell,Terrell,Georgia,13273,G1302730
Marshall,Marshall,Kentucky,21157,G2101570
Okaloosa,Okaloosa,Florida,12091,G1200910
Trimble,Trimble,Kentucky,21223,G2102230
West Feliciana,West Feliciana,Louisiana,22125,G2201250
Clay,Clay,Tennessee,47027,G4700270
Crook,Crook,Wyoming,56011,G5600110
Perry,Perry,Tennessee,47135,G4701350
Kemper,Kemper,Mississippi,28069,G2800690
Anchorage,Anchorage,Alaska,02020,G0200200
Kiowa,Kiowa,Kansas,20097,G2000970
Pawnee,Pawnee,Nebraska,31133,G3101330
Cumberland,Cumberland,Virginia,51049,G5100490
Gilliam,Gilliam,Oregon,41021,G4100210
Franklin,Franklin,North Carolina,37069,G3700690
Concho,Concho,Texas,48095,G4800950
Camp,Camp,Texas,48063,G4800630
Klickitat,Klickitat,Washington,53039,G5300390
Briscoe,Briscoe,Texas,48045,G4800450
Pawnee,Pawnee,Kansas,20145,G2001450
Butler,Butler,Alabama,01013,G0100130
Martin,Martin,Texas,48317,G4803170
Gosper,Gosper,Nebraska,31073,G3100730
Bland,Bland,Virginia,51021,G5100210
Doddridge,Doddridge,West Virginia,54017,G5400170
Edwards,Edwards,Kansas,20047,G2000470
Hancock,Hancock,Mississippi,28045,G2800450
Saguache,Saguache,Colorado,08109,G0801090
Dare,Dare,North Carolina,37055,G3700550
Calhoun,Calhoun,Texas,48057,G4800570
Mcintosh,Mcintosh,Georgia,13191,G1301910
Power,Power,Idaho,16077,G1600770
Hendry,Hendry,Florida,12051,G1200510
Harris,Harris,Georgia,13145,G1301450
Oneida,Oneida,Idaho,16071,G1600710
Wakulla,Wakulla,Florida,12129,G1201290
Taylor,Taylor,Georgia,13269,G1302690
Virginia Beach (city),Virginia Beach (ic),Virginia,51810,G5108100
Phillips,Phillips,Montana,30071,G3000710
La Paz,La Paz,Arizona,04012,G0400120
Gonzales,Gonzales,Texas,48177,G4801770
Suffolk (city),Suffolk (ic),Virginia,51800,G5108000
Salem (city),Salem (ic),Virginia,51775,G5107750
St Mary's,St. Marys,Maryland,24037,G2400370
Oscoda,Oscoda,Michigan,26135,G2601350
Stone,Stone,Arkansas,05137,G0501370
Cleveland,Cleveland,Arkansas,05025,G0500250
Colusa,Colusa,California,06011,G0600110
Wyoming,Wyoming,Pennsylvania,42131,G4201310
Manassas (city),Manassas (ic),Virginia,51683,G5106830
Osceola,Osceola,Florida,12097,G1200970
Oliver,Oliver,North Dakota,38065,G3800650
Forsyth,Forsyth,Georgia,13117,G1301170
Thomas,Thomas,Nebraska,31171,G3101710
Colonial Heights(city),Colonial Hts. (ic),Virginia,51570,G5105700
Clifton Forge (city),Clifton Forge (ic),Virginia,51560,G5105600
Itawamba,Itawamba,Mississippi,28057,G2800570
Nome,Nome,Alaska,02180,G0201800
Faulk,Faulk,South Dakota,46049,G4600490
Knox,Knox,Nebraska,31107,G3101070
Bleckley,Bleckley,Georgia,13023,G1300230
Pepin,Pepin,Wisconsin,55091,G5500910
Kimble,Kimble,Texas,48267,G4802670
Crockett,Crockett,Tennessee,47033,G4700330
Cavalier,Cavalier,North Dakota,38019,G3800190
Davie,Davie,North Carolina,37059,G3700590
Long,Long,Georgia,13183,G1301830
Tehama,Tehama,California,06103,G0601030
San Juan,San Juan,Utah,49037,G4900370
Lewis,Lewis,Tennessee,47101,G4701010
Wheeler,Wheeler,Oregon,41069,G4100690
Perquimans,Perquimans,North Carolina,37143,G3701430
Holt,Holt,Nebraska,31089,G3100890
Tillamook,Tillamook,Oregon,41057,G4100570
Merrick,Merrick,Nebraska,31121,G3101210
Llano,Llano,Texas,48299,G4802990
Pulaski,Pulaski,Georgia,13235,G1302350
Bond,Bond,Illinois,17005,G1700050
Macon,Macon,Alabama,01087,G0100870
Putnam,Putnam,Georgia,13237,G1302370
Autauga,Autauga,Alabama,01001,G0100010
Union,Union,Ohio,39159,G3901590
Andrews,Andrews,Texas,48003,G4800030
Reeves,Reeves,Texas,48389,G4803890
Maries,Maries,Missouri,29125,G2901250
Nicollet,Nicollet,Minnesota,27103,G2701030
Harrisonburg (city),Harrisonburg (ic),Virginia,51660,G5106600
Griggs,Griggs,North Dakota,38039,G3800390
Northampton,Northampton,North Carolina,37131,G3701310
Prince Of Wales-outer Ketchikan,Prince Of Wales-o.K.,Alaska,02201,NA
Wrangell-petersburg,Wrangell-petersburg,Alaska,02280,G0202750
Martin,Martin,Florida,12085,G1200850
Gunnison,Gunnison,Colorado,08051,G0800510
Cumberland,Cumberland,Illinois,17035,G1700350
Waynesboro (city),Waynesboro (ic),Virginia,51820,G5108200
Charlton,Charlton,Georgia,13049,G1300490
Roosevelt,Roosevelt,New Mexico,35041,G3500410
Gaston,Gaston,New Jersey,NA,NA
Johnson,Johnson,Georgia,13167,G1301670
Spencer,Spencer,Kentucky,21215,G2102150
Lee,Lee,Georgia,13177,G1301770
San Augustine,San Augustine,Texas,48405,G4804050
Brown,Brown,Illinois,17009,G1700090
Hyde,Hyde,South Dakota,46069,G4600690
Hansford,Hansford,Texas,48195,G4801950
Douglas,Douglas,Nevada,32005,G3200050
Hitchcock,Hitchcock,Nebraska,31087,G3100870
Lowndes,Lowndes,Alabama,01085,G0100850
Ida,Ida,Iowa,19093,G1900930
Jeff Davis,Jeff Davis,Texas,48243,G4802430
Hopewell (city),Hopewell (ic),Virginia,51670,G5106700
Twiggs,Twiggs,Georgia,13289,G1302890
Montgomery,Montgomery,Georgia,13209,G1302090
Treasure,Treasure,Montana,30103,G3001030
Dixie,Dixie,Florida,12029,G1200290
Dolores,Dolores,Colorado,08033,G0800330
Fairbanks North Star,Fairbanks North Star,Alaska,02090,G0202400
Major,Major,Oklahoma,40093,G4000930
Moody,Moody,South Dakota,46101,G4601010
Grand,Grand,Utah,49019,G4900190
Jefferson,Jefferson,Idaho,16051,G1600510
Stevens,Stevens,Kansas,20189,G2001890
Teton,Teton,Wyoming,56039,G5600390
Beaver,Beaver,Oklahoma,40007,G4000070
Ogemaw,Ogemaw,Michigan,26129,G2601290
Chesapeake (city),Chesapeake (ic),Virginia,51550,G5105500
Harper,Harper,Kansas,20077,G2000770
Green,Green,Kentucky,21087,G2100870
Benton,Benton,Mississippi,28009,G2800090
Chattahoochee,Chattahoochee,Georgia,13053,G1300530
Mitchell,Mitchell,Texas,48335,G4803350
Wabaunsee,Wabaunsee,Kansas,20197,G2001970
Marquette,Marquette,Wisconsin,55077,G5500770
Thomas,Thomas,Kansas,20193,G2001930
Gilpin,Gilpin,Colorado,08047,G0800470
Buena Vista (city),Buena Vista (ic),Virginia,51530,G5105300
Wayne,Wayne,Nebraska,31179,G3101790
Crawford,Crawford,Georgia,13079,G1300790
Rolette,Rolette,North Dakota,38079,G3800790
