county,state,number,pop1940,per_100,diff
Muskingum,Ohio,166,69795,237.8393868,1.018780436
Noble,Ohio,26,14587,178.2408994,0.763491463
Ottawa,Ohio,103,24360,422.8243021,1.811159762
Paulding,Ohio,32,15527,206.0926129,0.882793741
Perry,Ohio,79,31087,254.1255187,1.088541769
Pickaway,Ohio,46,27889,164.9395819,0.706515525
Pike,Ohio,36,16113,223.4220815,0.957024187
Portage,Ohio,139,46660,297.8997,1.276047632
Preble,Ohio,77,23329,330.0612971,1.413811215
Putnam,Ohio,50,25016,199.8720819,0.856148216
Richland,Ohio,168,73853,227.4789108,0.974401537
Ross,Ohio,111,52147,212.8598002,0.911780858
Sandusky,Ohio,91,41014,221.8754572,0.950399251
Scioto,Ohio,183,86565,211.4018368,0.9055357
Seneca,Ohio,105,48499,216.4993093,0.927370625
Shelby,Ohio,74,26071,283.8402823,1.215824387
St.ark,Ohio,673,234887,286.5207525,1.22730613
Summit,Ohio,940,339405,276.9552599,1.186332526
Trumbull,Ohio,397,132315,300.0415675,1.28522228
Tuscarawas,Ohio,168,68816,244.1292723,1.04572304
Union,Ohio,43,20012,214.8710774,0.920396125
Van Wert,Ohio,71,26759,265.3312904,1.136541477
Vinton,Ohio,26,11573,224.6608485,0.962330421
Warren,Ohio,75,29894,250.8864655,1.074667347
Washington,Ohio,114,43537,261.8462457,1.121613355
Wayne,Ohio,97,50520,192.0031671,0.822441871
Williams,Ohio,45,25510,176.4014112,0.75561205
Wood,Ohio,115,51796,222.0248668,0.951039244
Wyandot,Ohio,42,19218,218.545114,0.93613379
State At Large,Ohio,89,NA,NA,NA
Adair,Oklahoma,46,15755,291.9708029,1.250651316
Alfalfa,Oklahoma,30,14129,212.3292519,0.909508265
Atoka,Oklahoma,41,18702,219.2278901,0.939058448
Beaver,Oklahoma,17,8648,196.5772433,0.842034839
Beckham,Oklahoma,55,22169,248.0941856,1.06270667
Blaine,Oklahoma,39,18543,210.3219544,0.900910044
Bryan,Oklahoma,83,38138,217.6307095,0.932216956
Caddo,Oklahoma,89,41567,214.1121563,0.917145301
Canadian,Oklahoma,48,27329,175.6376011,0.752340284
Carter,Oklahoma,85,43292,196.3411254,0.841023432
Cherokee,Oklahoma,63,21030,299.5720399,1.283211068
Choctaw,Oklahoma,58,28358,204.5278228,0.876090993
Cimarron,Oklahoma,15,3654,410.5090312,1.758407535
Cleveland,Oklahoma,75,27728,270.4847086,1.158616044
Coal,Oklahoma,16,12811,124.8926704,0.53497535
Comanche,Oklahoma,93,38988,238.5349338,1.021759799
Cotton,Oklahoma,32,12884,248.3700714,1.063888421
Craig,Oklahoma,50,21083,237.1578997,1.0158613
Creek,Oklahoma,118,55503,212.6011207,0.910672809
Custer,Oklahoma,60,23068,260.1005722,1.114135796
Delaware,Oklahoma,25,18592,134.4664372,0.575984396
Dewey,Oklahoma,30,11981,250.3964611,1.072568422
Ellis,Oklahoma,28,8466,330.7347035,1.416695738
Garfield,Oklahoma,119,45484,261.6304635,1.120689056
Garvin,Oklahoma,74,31150,237.5601926,1.017584514
Grady,Oklahoma,79,41116,192.1393132,0.82302505
Grant,Oklahoma,34,13128,258.9884217,1.10937192
Greer,Oklahoma,36,14550,247.4226804,1.05983029
Harmon,Oklahoma,30,10019,299.4310809,1.282607273
Harper,Oklahoma,16,6454,247.9082739,1.061910321
Haskell,Oklahoma,43,17324,248.2105749,1.063205221
Hughes,Oklahoma,71,29189,243.2423173,1.041923785
Jackson,Oklahoma,64,22708,281.8389995,1.207251931
Jefferson,Oklahoma,32,15107,211.822334,0.907336892
Johnston,Oklahoma,31,15960,194.235589,0.832004408
Kay,Oklahoma,131,47084,278.226149,1.191776355
Kingfisher,Oklahoma,20,15617,128.0655696,0.548566403
Kiowa,Oklahoma,44,22817,192.8386729,0.826020745
Latimer,Oklahoma,31,12380,250.4038772,1.072600189
Le Flore,Oklahoma,105,45866,228.927746,0.980607595
Lincoln,Oklahoma,69,29529,233.668597,1.000914939
Logan,Oklahoma,49,25245,194.0978412,0.831414367
Love,Oklahoma,21,11433,183.6788245,0.78678471
Major,Oklahoma,25,11946,209.2750712,0.89642574
Marshall,Oklahoma,24,12384,193.7984496,0.83013193
Mayes,Oklahoma,54,21668,249.2154329,1.067509511
Mcclain,Oklahoma,43,19205,223.900026,0.959071453
Mccurtain,Oklahoma,94,41318,227.5037514,0.974507941
Mcintosh,Oklahoma,51,24097,211.6446031,0.906575584
Murray,Oklahoma,21,13841,151.7231414,0.649903156
Muskogee,Oklahoma,144,65914,218.4664866,0.935796991
Noble,Oklahoma,42,14826,283.286119,1.213450639
Nowata,Oklahoma,41,15774,259.9213896,1.113368271
Okfuskee,Oklahoma,58,26279,220.7085506,0.945400829
Oklahoma,Oklahoma,580,244159,237.550121,1.017541372
Okmulgee,Oklahoma,128,50101,255.4839225,1.094360466
Osage,Oklahoma,106,41502,255.4093779,1.094041155
Ottawa,Oklahoma,77,35849,214.7898128,0.92004803
Pawnee,Oklahoma,55,17395,316.1828112,1.354362987
Payne,Oklahoma,107,36057,296.7523643,1.271133042
Pittsburg,Oklahoma,107,48985,218.4342146,0.935658755
Pontotoc,Oklahoma,103,39792,258.8459992,1.108761856
Pottawatomie,Oklahoma,107,54377,196.7743715,0.842879234
Pushmataha,Oklahoma,55,19466,282.5439227,1.210271456
Roger Mills,Oklahoma,19,10736,176.9746647,0.758067571
Rogers,Oklahoma,49,21078,232.4698738,0.995780231
Seminole,Oklahoma,113,61201,184.6375059,0.790891204
Sequoyah,Oklahoma,49,23138,211.7728412,0.90712489
St.ephens,Oklahoma,63,31090,202.637504,0.867993849
Texas,Oklahoma,26,9896,262.7324171,1.125409253
Tillman,Oklahoma,34,20754,163.8238412,0.701736271
Tulsa,Oklahoma,511,193363,264.2697931,1.131994573
Wagoner,Oklahoma,45,21642,207.9290269,0.890659985
Washington,Oklahoma,91,30559,297.7846134,1.275554661
Washita,Oklahoma,41,22279,184.0298039,0.788288123
Woods,Oklahoma,43,14915,288.3003688,1.234929082
Woodward,Oklahoma,36,16270,221.266134,0.947789227
State At Large,Oklahoma,37,NA,NA,NA
Baker,Oregon,42,18297,229.5458272,0.983255133
Benton,Oregon,55,18629,295.2386065,1.264648889
Clackamas,Oregon,111,57130,194.2937161,0.832253394
Clatsop,Oregon,45,24697,182.2083654,0.780486027
Columbia,Oregon,50,20971,238.424491,1.021286719
Coos,Oregon,75,32466,231.0109037,0.989530761
Crook,Oregon,14,5533,253.0272908,1.083837531
Curry,Oregon,12,4301,279.0048826,1.195112046
Deschutes,Oregon,49,18631,263.0025227,1.126566245
Douglas,Oregon,67,25728,260.4166667,1.11548978
Gilliam,Oregon,7,2844,246.1322082,1.054302577
Grant,Oregon,14,6380,219.4357367,0.939948755
Harney,Oregon,11,5374,204.6892445,0.87678244
Hood River,Oregon,21,11580,181.3471503,0.776797028
Jackson,Oregon,116,36213,320.3269544,1.372114345
Jefferson,Oregon,11,2042,538.6875612,2.307457802
Josephine,Oregon,38,16301,233.1145329,0.998541616
Klamath,Oregon,113,40497,279.0330148,1.195232549
Lake,Oregon,21,6293,333.7041157,1.429415158
Lane,Oregon,177,69096,256.1653352,1.097279284
Lincoln,Oregon,28,14549,192.4530896,0.824369106
Linn,Oregon,83,30485,272.2650484,1.166242095
Malheur,Oregon,45,19767,227.6521475,0.975143593
Marion,Oregon,163,75246,216.6228105,0.92789964
Morrow,Oregon,13,4337,299.7463685,1.283957801
Multnomah,Oregon,965,355099,271.7552007,1.164058173
Polk,Oregon,37,19989,185.101806,0.792880024
Sherman,Oregon,13,2321,560.1034037,2.399192151
Tillamook,Oregon,49,12263,399.5759602,1.711575936
Umatilla,Oregon,86,26030,330.3880138,1.415210699
Union,Oregon,37,17399,212.6558998,0.910907454
Wallowa,Oregon,19,7623,249.2457038,1.067639176
Wasco,Oregon,22,13069,168.3372867,0.721069528
Washington,Oregon,92,39194,234.7298056,1.005460605
Wheeler,Oregon,13,2974,437.1217216,1.872402483
Yamhill,Oregon,72,26336,273.3900365,1.17106096
State At Large,Oregon,49,NA,NA,NA
Adams,Pennsylvania,110,39435,278.9400279,1.194834242
Allegheny,Pennsylvania,3982,1411539,282.1034346,1.208384634
Armstrong,Pennsylvania,264,81087,325.5762329,1.394599529
Beaver,Pennsylvania,479,156754,305.5743394,1.308921803
Bedford,Pennsylvania,109,40809,267.0979441,1.144108904
Berks,Pennsylvania,619,241884,255.9077905,1.096176096
Blair,Pennsylvania,453,140358,322.7461206,1.382476797
Bradford,Pennsylvania,118,50615,233.1324706,0.998618452
Bucks,Pennsylvania,264,107715,245.0912129,1.049843494
Butler,Pennsylvania,228,87590,260.3036876,1.115005837
Cambria,Pennsylvania,696,213459,326.0579315,1.396662875
Cameron,Pennsylvania,26,6852,379.4512551,1.625372149
Carbon,Pennsylvania,215,61735,348.2627359,1.491776727
Centre,Pennsylvania,136,52608,258.5158151,1.107347519
Chester,Pennsylvania,314,135626,231.5190303,0.991707311
Clarion,Pennsylvania,112,38410,291.5907316,1.249023287
Clearfield,Pennsylvania,263,92094,285.5777792,1.223266922
Clinton,Pennsylvania,115,34557,332.7835171,1.425471792
Columbia,Pennsylvania,175,51413,340.3808375,1.458014767
Crawford,Pennsylvania,166,71644,231.7011892,0.992487585
Cumberland,Pennsylvania,199,74806,266.0214421,1.139497728
Dauphin,Pennsylvania,447,177410,251.9587396,1.079260413
Delaware,Pennsylvania,754,310756,242.6340923,1.039318465
Elk,Pennsylvania,103,34443,299.0447987,1.28095264
Erie,Pennsylvania,514,180889,284.1521596,1.217160308
Fayette,Pennsylvania,639,200999,317.9120294,1.36177006
Forest,Pennsylvania,17,5791,293.5589708,1.257454202
Franklin,Pennsylvania,184,69378,265.2137565,1.136038022
Fulton,Pennsylvania,27,10673,252.9747962,1.083612671
Greene,Pennsylvania,123,44671,275.3464216,1.179441098
Huntingdon,Pennsylvania,129,41836,308.3468783,1.320797919
Indiana,Pennsylvania,262,79854,328.0987803,1.405404812
Jefferson,Pennsylvania,157,54090,290.2569791,1.243310184
Juniata,Pennsylvania,39,15373,253.6915371,1.086682817
Lackawanna,Pennsylvania,846,301243,280.8364012,1.20295732
Lancaster,Pennsylvania,453,212504,213.1724579,0.913120121
Lawrence,Pennsylvania,280,96877,289.0262911,1.238038556
Lebanon,Pennsylvania,204,72641,280.8331383,1.202943344
Lehigh,Pennsylvania,391,177533,220.240744,0.943396989
Luzerne,Pennsylvania,1216,441518,275.4134599,1.179728256
Lycoming,Pennsylvania,252,93633,269.1358816,1.15283837
Mckean,Pennsylvania,164,56673,289.3794223,1.239551187
Mercer,Pennsylvania,239,101039,236.5423252,1.013224498
Mifflin,Pennsylvania,97,42993,225.6181239,0.966430892
Monroe,Pennsylvania,81,29802,271.7938393,1.164223681
Montgomery,Pennsylvania,654,289247,226.104333,0.968513559
Montour,Pennsylvania,43,15466,278.0292254,1.190932837
Northampton,Pennsylvania,474,168959,280.5414331,1.20169383
Northumberland,Pennsylvania,407,126887,320.7578397,1.373960034
Perry,Pennsylvania,56,23213,241.2441304,1.03336459
Philadelphia,Pennsylvania,4392,1931334,227.4075846,0.974096013
Pike,Pennsylvania,23,7452,308.6419753,1.322061962
Potter,Pennsylvania,33,18201,181.3087193,0.77663241
Schuylkill,Pennsylvania,680,228331,297.8132623,1.275677378
Snyder,Pennsylvania,50,20208,247.4267617,1.059847772
Somerset,Pennsylvania,281,84957,330.7555587,1.416785071
Sullivan,Pennsylvania,27,7504,359.8081023,1.541231082
Susquehanna,Pennsylvania,88,33893,259.6406338,1.112165658
Tioga,Pennsylvania,103,35004,294.2520855,1.260423146
Union,Pennsylvania,41,20247,202.4991357,0.867401151
Venango,Pennsylvania,143,63958,223.5842271,0.957718734
Warren,Pennsylvania,123,42789,287.4570567,1.231316771
Washington,Pennsylvania,649,210852,307.7988352,1.318450387
Wayne,Pennsylvania,81,29934,270.5953097,1.159089802
Westmoreland,Pennsylvania,940,303411,309.8107847,1.327068534
Wyoming,Pennsylvania,36,16702,215.5430487,0.923274501
York,Pennsylvania,396,178022,222.444417,0.95283638
State At Large,Pennsylvania,173,NA,NA,NA
Bristol,Rhode Island,59,25548,230.9378425,0.989217804
Kent,Rhode Island,160,58311,274.3907668,1.175347569
Newport,Rhode Island,90,46696,192.7359945,0.825580924
Providence,Rhode Island,1258,550298,228.6034112,0.979218313
Washington,Rhode Island,76,32493,233.8965316,1.001891292
State At Large,Rhode Island,26,NA,NA,NA
Abbeville,South Carolina,47,22931,204.9627142,0.877953842
Aiken,South Carolina,67,49916,134.2254988,0.574952341
Allendale,South Carolina,18,13040,138.0368098,0.591278019
Anderson,South Carolina,181,88712,204.0310217,0.873962955
Bamberg,South Carolina,18,18643,96.55098428,0.413574283
Barnwell,South Carolina,19,20138,94.34899196,0.404142091
Beaufort,South Carolina,31,22037,140.6725053,0.60256797
Berkeley,South Carolina,28,27128,103.214391,0.442116858
Calhoun,South Carolina,16,16229,98.58894571,0.422303852
Charleston,South Carolina,166,121105,137.0711366,0.587141576
Cherokee,South Carolina,72,33290,216.2811655,0.92643621
Chester,South Carolina,50,32579,153.4730962,0.657399054
Chesterfield,South Carolina,59,35963,164.0575035,0.702737159
Clarendon,South Carolina,45,31500,142.8571429,0.611925822
Colleton,South Carolina,46,26268,175.1180143,0.750114644
Darlington,South Carolina,77,45198,170.3615204,0.729740294
Dillon,South Carolina,43,29625,145.1476793,0.621737291
Dorchester,South Carolina,28,19928,140.505821,0.60185398
Edgefield,South Carolina,19,17894,106.1808427,0.454823597
Fairfield,South Carolina,36,24187,148.8402861,0.637554501
Florence,South Carolina,116,70582,164.3478507,0.703980856
Georgetown,South Carolina,29,26352,110.0485732,0.471390945
Greenville,South Carolina,324,136580,237.2236052,1.016142748
Greenwood,South Carolina,90,40083,224.5340918,0.961787461
Hampton,South Carolina,26,17465,148.8691669,0.637678212
Horry,South Carolina,70,51951,134.7423534,0.577166278
Jasper,South Carolina,11,11011,99.9000999,0.427920155
Kershaw,South Carolina,69,32913,209.6436059,0.898004351
Lancaster,South Carolina,64,33542,190.8055572,0.817311933
Laurens,South Carolina,100,44185,226.3211497,0.96944229
Lee,South Carolina,22,24908,88.32503613,0.378338593
Lexington,South Carolina,76,35994,211.1463022,0.904441122
Marion,South Carolina,58,30107,192.6462285,0.825196412
Marlboro,South Carolina,49,33281,147.2311529,0.63066181
Mccormick,South Carolina,18,10367,173.6278576,0.743731587
Newberry,South Carolina,65,33577,193.5848944,0.82921717
Oconee,South Carolina,104,36512,284.8378615,1.220097499
Orangeburg,South Carolina,67,63707,105.1689767,0.450489288
Pickens,South Carolina,97,37111,261.3780281,1.119607753
Richland,South Carolina,199,104843,189.8076171,0.813037275
Saluda,South Carolina,27,17192,157.0497906,0.672719756
Spartanburg,South Carolina,316,127733,247.3910423,1.059694769
Sumter,South Carolina,71,52463,135.3334731,0.579698328
Union,South Carolina,72,31360,229.5918367,0.983452214
Williamsburg,South Carolina,51,41011,124.3568799,0.532680302
York,South Carolina,115,58663,196.0349795,0.839712062
State At Large,South Carolina,51,NA,NA,NA
Armstrong,South Dakota,1,42,2380.952381,10.19876371
Aurora,South Dakota,8,5387,148.5056618,0.636121144
Beadle,South Dakota,50,19648,254.4788274,1.09005516
Bennett,South Dakota,14,3983,351.4938489,1.505617138
Bon Homme,South Dakota,21,10241,205.0580998,0.878362424
Brookings,South Dakota,50,16560,301.9323671,1.293321484
Brown,South Dakota,55,29676,185.3349508,0.793878695
Brule,South Dakota,12,6195,193.7046005,0.829729929
Buffalo,South Dakota,4,1853,215.866163,0.924658555
Butte,South Dakota,21,8004,262.3688156,1.123851773
Campbell,South Dakota,7,5033,139.0820584,0.595755321
Charles Mix,South Dakota,19,13449,141.2744442,0.605146363
Clark,South Dakota,14,8955,156.3372418,0.669667567
Clay,South Dakota,16,9592,166.8056714,0.714508883
Codington,South Dakota,36,17014,211.5904549,0.906343642
Corson,South Dakota,16,6755,236.861584,1.014592037
Custer,South Dakota,21,6023,348.6634567,1.493493207
Davison,South Dakota,35,15336,228.2211789,0.977581028
Day,South Dakota,37,13565,272.7607814,1.168365558
Deuel,South Dakota,15,8450,177.5147929,0.760381199
Dewey,South Dakota,16,5709,280.2592398,1.20048506
Douglas,South Dakota,15,6348,236.294896,1.01216464
Edmunds,South Dakota,19,7814,243.1533146,1.041542544
Fall River,South Dakota,28,8089,346.1490914,1.482722972
Faulk,South Dakota,13,5168,251.5479876,1.077500964
Grant,South Dakota,17,10552,161.1068992,0.690098302
Gregory,South Dakota,19,9554,198.8695834,0.851854034
Haakon,South Dakota,6,3515,170.6970128,0.73117737
Hamlin,South Dakota,13,7562,171.9121925,0.736382569
Hand,South Dakota,19,7166,265.1409433,1.135726129
Hanson,South Dakota,10,5400,185.1851852,0.793237177
Harding,South Dakota,8,3010,265.7807309,1.138466646
Hughes,South Dakota,10,6624,150.9661836,0.646660742
Hutchinson,South Dakota,26,12668,205.2415535,0.879148245
Hyde,South Dakota,7,3113,224.8634757,0.963198371
Jackson,South Dakota,3,1955,153.4526854,0.657311625
Jerauld,South Dakota,14,4752,294.6127946,1.261968236
Jones,South Dakota,10,2509,398.5651654,1.707246216
Kingsbury,South Dakota,28,10831,258.5172191,1.107353533
Lake,South Dakota,39,12412,314.2120529,1.345921282
Lawrence,South Dakota,46,19093,240.9259938,1.032001858
Lincoln,South Dakota,15,13171,113.886569,0.487830927
Lyman,South Dakota,10,5045,198.2160555,0.849054659
Marshall,South Dakota,22,8880,247.7477477,1.06122271
Mccook,South Dakota,20,9793,204.2275094,0.874804607
Mcpherson,South Dakota,22,8353,263.3784269,1.128176423
Meade,South Dakota,26,9735,267.0775552,1.144021568
Mellette,South Dakota,8,4107,194.789384,0.834376578
Miner,South Dakota,11,6836,160.9128145,0.689266944
Minnehaha,South Dakota,124,57697,214.9158535,0.920587923
Moody,South Dakota,16,9341,171.2878707,0.733708298
Pennington,South Dakota,62,23799,260.5151477,1.115911622
Perkins,South Dakota,12,6585,182.2323462,0.780588748
Potter,South Dakota,14,4614,303.4243606,1.29971241
Roberts,South Dakota,25,15887,157.3613646,0.674054377
Sanborn,South Dakota,12,5754,208.5505735,0.893322368
Shannon,South Dakota,15,5366,279.5378308,1.197394919
Spink,South Dakota,20,12527,159.6551449,0.683879741
St.anley,South Dakota,3,1959,153.1393568,0.655969488
Sully,South Dakota,6,2668,224.8875562,0.963301519
Todd,South Dakota,15,5714,262.5131257,1.124469922
Tripp,South Dakota,34,9937,342.1555802,1.465616843
Turner,South Dakota,27,13270,203.4664657,0.87154469
Union,South Dakota,22,11675,188.4368308,0.807165539
Walworth,South Dakota,16,7274,219.9615067,0.942200881
Washabaugh (ext),South Dakota,3,1980,151.5151515,0.649012236
Washington,South Dakota,5,1789,279.4857462,1.197171816
Yankton,South Dakota,27,16725,161.4349776,0.69150362
Ziebach,South Dakota,7,2875,243.4782609,1.042934445
State At Large,South Dakota,9,NA,NA,NA
Anderson,Tennessee,54,26504,203.7428313,0.872728497
Bedford,Tennessee,45,23151,194.3760529,0.832606082
Benton,Tennessee,32,11976,267.2010688,1.144550636
Bledsoe,Tennessee,23,8358,275.1854511,1.178751584
Blount,Tennessee,114,41116,277.2643253,1.187656402
Bradley,Tennessee,74,28498,259.6673451,1.112280076
Campbell,Tennessee,104,31131,334.0721467,1.430991612
Cannon,Tennessee,20,9880,202.4291498,0.867101368
Carroll,Tennessee,54,25978,207.8681962,0.890399418
Carter,Tennessee,89,35127,253.3663564,1.085289912
Cheatham,Tennessee,35,9928,352.5382756,1.510090919
Chester,Tennessee,22,11124,197.7705861,0.8471465
Claiborne,Tennessee,59,24657,239.2829622,1.024963964
Clay,Tennessee,21,10904,192.5898753,0.824955025
Cocke,Tennessee,46,24083,191.0061039,0.81817097
Coffee,Tennessee,48,18959,253.1779102,1.084482706
Crockett,Tennessee,33,17330,190.4212349,0.815665695
Cumberland,Tennessee,49,15592,314.263725,1.346142618
Davidson,Tennessee,534,257267,207.5664582,0.889106929
Decatur,Tennessee,23,10261,224.149693,0.960140897
Dekalb,Tennessee,22,14588,150.808884,0.645986953
Dickson,Tennessee,44,19718,223.1463637,0.955843155
Dyer,Tennessee,74,34920,211.9129439,0.907725017
Fayette,Tennessee,27,30322,89.04425829,0.381419367
Fentress,Tennessee,55,14262,385.6401627,1.651882216
Franklin,Tennessee,58,23892,242.7590825,1.039853859
Gibson,Tennessee,94,44835,209.6576335,0.898064439
Giles,Tennessee,62,29240,212.0383037,0.908261994
Grainger,Tennessee,29,14356,202.0061298,0.86528937
Greene,Tennessee,98,39405,248.6994036,1.06529911
Grundy,Tennessee,25,11552,216.4127424,0.926999817
Hamblen,Tennessee,53,18611,284.7778196,1.21984031
Hamilton,Tennessee,410,180478,227.1745033,0.973097613
Hancock,Tennessee,14,11231,124.6549728,0.533957177
Hardeman,Tennessee,36,23590,152.6070369,0.653689306
Hardin,Tennessee,55,17806,308.8846456,1.323101436
Hawkins,Tennessee,80,28523,280.4754058,1.201411003
Haywood,Tennessee,25,27699,90.25596592,0.386609693
Henderson,Tennessee,41,19220,213.3194589,0.913749797
Henry,Tennessee,66,25877,255.0527495,1.092513545
Hickman,Tennessee,41,14873,275.6673166,1.180815646
Houston,Tennessee,11,6432,171.0199005,0.732560453
Humphreys,Tennessee,32,12421,257.6282103,1.103545481
Jackson,Tennessee,36,15082,238.6951333,1.02244601
Jefferson,Tennessee,79,18621,424.2521884,1.817276085
Johnson,Tennessee,34,12998,261.5787044,1.120467347
Knox,Tennessee,454,178468,254.3873411,1.08966328
Lake,Tennessee,26,11235,231.4196707,0.991281706
Lauderdale,Tennessee,43,24461,175.7900331,0.752993224
Lawrence,Tennessee,64,28726,222.7946808,0.954336728
Lewis,Tennessee,18,5849,307.7449137,1.318219416
Lincoln,Tennessee,52,27214,191.0781216,0.818479457
Loudon,Tennessee,63,19838,317.5723359,1.36031499
Macon,Tennessee,36,14904,241.5458937,1.034657188
Madison,Tennessee,91,54115,168.1603991,0.720311834
Marion,Tennessee,43,19140,224.6603971,0.962328488
Marshall,Tennessee,26,16030,162.1958827,0.694762942
Maury,Tennessee,82,40357,203.18656,0.87034572
Mcminn,Tennessee,79,30781,256.6518307,1.099363178
Mcnairy,Tennessee,46,20424,225.2252252,0.964747918
Meigs,Tennessee,13,6393,203.3474112,0.871034723
Monroe,Tennessee,67,24275,276.0041195,1.182258334
Montgomery,Tennessee,61,33346,182.9304864,0.783579218
Moore,Tennessee,8,4093,195.455656,0.837230541
Morgan,Tennessee,44,15242,288.6760268,1.236538206
Obion,Tennessee,54,30978,174.3172574,0.746684618
Overton,Tennessee,45,18883,238.3095906,1.020794546
Perry,Tennessee,15,7535,199.071002,0.852716806
Pickett,Tennessee,16,6213,257.5245453,1.103101434
Polk,Tennessee,38,15473,245.5890907,1.051976144
Putnam,Tennessee,68,26250,259.047619,1.109625491
Rhea,Tennessee,49,16353,299.6392099,1.28349879
Roane,Tennessee,92,27795,330.9947832,1.417809784
Robertson,Tennessee,37,29046,127.3841493,0.545647552
Rutherford,Tennessee,53,33604,157.7193191,0.675587668
Scott,Tennessee,60,15966,375.798572,1.609725951
Sequatchie,Tennessee,14,5038,277.8880508,1.190328118
Sevier,Tennessee,69,23291,296.2517711,1.26898876
Shelby,Tennessee,662,358250,184.7871598,0.791532243
Smith,Tennessee,40,16148,247.7086946,1.061055426
St.ewart,Tennessee,25,13549,184.5154624,0.790368432
Sullivan,Tennessee,168,69085,243.1786929,1.041651251
Sumner,Tennessee,65,32719,198.6613283,0.850961977
Tipton,Tennessee,49,28036,174.7752889,0.748646587
Trousdale,Tennessee,12,6113,196.3029609,0.840859955
Unicoi,Tennessee,54,14128,382.2197055,1.637230753
Union,Tennessee,13,9030,143.9645626,0.616669433
Van Buren,Tennessee,9,4090,220.0488998,0.942575228
Warren,Tennessee,44,19764,222.6269986,0.953618464
Washington,Tennessee,137,51631,265.3444636,1.136597904
Wayne,Tennessee,32,13638,234.63851,1.005069543
Weakley,Tennessee,51,29498,172.8930775,0.74058417
White,Tennessee,47,15983,294.0624413,1.259610809
Williamson,Tennessee,56,25220,222.0459952,0.951129748
Wilson,Tennessee,52,25267,205.8020343,0.881549053
State At Large,Tennessee,6,NA,NA,NA
Anderson,Texas,70,37092,188.7199396,0.80837823
Andrews,Texas,8,1277,626.468285,2.683464844
Angelina,Texas,77,32201,239.1230086,1.024278806
Aransas,Texas,9,3469,259.440761,1.111309507
Archer,Texas,26,7599,342.1502829,1.465594153
Armstrong,Texas,8,2495,320.6412826,1.373460764
Atascosa,Texas,50,19275,259.4033722,1.111149353
Austin,Texas,41,17384,235.8490566,1.010254895
Bailey,Texas,12,6318,189.9335233,0.813576592
Bandera,Texas,14,4234,330.6565895,1.416361138
Bastrop,Texas,59,21610,273.0217492,1.169483409
Baylor,Texas,21,7755,270.7930368,1.159936762
Bee,Texas,28,16481,169.8926036,0.727731698
Bell,Texas,123,44863,274.1680226,1.174393449
Bexar,Texas,1075,338176,317.881813,1.361640629
Blanco,Texas,14,4264,328.3302064,1.406396121
Borden,Texas,7,1396,501.4326648,2.14787717
Bosque,Texas,35,15761,222.0671277,0.951220268
Bowie,Texas,131,50208,260.9145953,1.117622648
Brazoria,Texas,61,27069,225.3500314,0.965282523
Brazos,Texas,62,26977,229.8254068,0.984452707
Brewster,Texas,21,6478,324.1741278,1.388593638
Briscoe,Texas,14,4056,345.1676529,1.478518999
Brooks,Texas,19,6362,298.6482238,1.27925392
Brown,Texas,104,25924,401.1726585,1.718415363
Burleson,Texas,28,18334,152.7217192,0.654180545
Burnet,Texas,32,10771,297.0940488,1.272596641
Caldwell,Texas,59,24893,237.0144217,1.015246714
Calhoun,Texas,23,5911,389.1050584,1.66672403
Callahan,Texas,37,11568,319.8478562,1.370062137
Cameron,Texas,182,83202,218.7447417,0.936988892
Camp,Texas,23,10285,223.6266407,0.957900412
Carson,Texas,24,6624,362.3188406,1.551985781
Cass,Texas,71,33496,211.9656078,0.907950602
Castro,Texas,5,4631,107.9680415,0.462479028
Chambers,Texas,14,7511,186.3932898,0.79841207
Cherokee,Texas,72,43970,163.74801,0.70141145
Childress,Texas,34,12149,279.8584246,1.198768176
Clay,Texas,29,12524,231.5554136,0.991863158
Cochran,Texas,21,3735,562.248996,2.408382755
Coke,Texas,15,4590,326.7973856,1.399830313
Coleman,Texas,57,20571,277.089106,1.186905853
Collin,Texas,117,47190,247.9338843,1.062020022
Collingsworth,Texas,30,10331,290.3881522,1.243872062
Colorado,Texas,33,17812,185.2683584,0.793593448
Comal,Texas,28,12321,227.2542813,0.973439341
Comanche,Texas,47,19245,244.2192777,1.046108577
Concho,Texas,19,6192,306.8475452,1.314375555
Cooke,Texas,81,24909,325.1836686,1.392917987
Coryell,Texas,62,20226,306.5361416,1.313041664
Cottle,Texas,27,7079,381.4098036,1.633761554
Crane,Texas,7,2841,246.3921155,1.055415885
Crockett,Texas,12,2809,427.1982912,1.82989566
Crosby,Texas,21,10046,209.0384233,0.895412063
Culberson,Texas,7,1653,423.4724743,1.813936195
Dallam,Texas,24,6494,369.5719125,1.583054175
Dallas,Texas,1038,398564,260.4349615,1.115568146
Dawson,Texas,41,15367,266.8054923,1.142856192
Deaf Smith,Texas,22,6056,363.2760898,1.55608614
Delta,Texas,32,12858,248.8722974,1.066039697
Denton,Texas,83,33658,246.5981342,1.056298362
De Witt,Texas,49,24935,196.5109284,0.84175078
Dickens,Texas,24,7847,305.8493692,1.310099887
Dimmit,Texas,11,8542,128.7754624,0.551607215
Donley,Texas,25,7487,333.9121143,1.430306116
Duval,Texas,37,20565,179.9173353,0.770672443
Eastland,Texas,82,30345,270.2257374,1.157506746
Ector,Texas,36,15051,239.186765,1.024551905
Edwards,Texas,9,2933,306.8530515,1.314399141
